"parameter","fraction","units","seg_id","site_id","sample_id","replicate","date","info_type","result_type","data_provider","depth","sample_method","method_speciation","value","quantitation_limit","validator_qualifiers","interpreted_qualifiers"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20170722T083000","1",2017-07-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",213,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301PUD5194_DH","1301PUD5194_DH_20170801T172000","1",2017-08-01,"dp","lab","NYSDEC",NA,"probe/sensor","as n",7.4,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20170604T101200","1",2017-06-04,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",50,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20190930T071000","1",2019-09-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",26.8,0.03,"J","Estimated concentration - still suitable for most data uses"
"ammonia","total","ug/l","1306-9999","1306GLE0668_DH","1306GLE0668_DH_20130618T145000","1",2013-06-18,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",71,0.01,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20210918T083500","1",2021-09-18,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20140713T100000","1",2014-07-13,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",93,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0601-9999","0601UWB5827_DH","0601UWB5827_DH_20230829T114500","1",2023-08-29,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20120825T094000","1",2012-08-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",34.329,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503HOR0035_DH","0503HOR0035_DH_20120725T184500","1",2012-07-25,"dp","lab","NYSDEC",NA,"probe/sensor","as n",13,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20210724T085400","1",2021-07-24,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.015,0.03,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20110802T090000","1",2011-08-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",17,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0801-9999","0801WHE5670_DH","0801WHE5670_DH_20170830T120000","1",2017-08-30,"dp","lab","NYSDEC",NA,"probe/sensor","as n",8.1,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20220806T090400","1",2022-08-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",12.219,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20180902T000000","1",2018-09-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",94,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20130929T090000","1",2013-09-29,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20170702T090000","1",2017-07-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",30,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1104-9999","1104DUC0387_DH","1104DUC0387_DH_20210817T125100","1",2021-08-17,"ow","lab","NYSDEC",NA,"grab","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20150906T093000","1",2015-09-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102UWB5214_C","0102UWB5214_C_20230610T090000","1",2023-06-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",136.043,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1702-9999","1702GLE1070_DH","1702GLE1070_DH_20180801T112000","1",2018-08-01,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",179,0.005,"A","Accepted"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20220717T093000","1",2022-07-17,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",71.694,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301UWB5186_C","1301UWB5186_C_20110705T104500","1",2011-07-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",133,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102DAN5777_DH","0102DAN5777_DH_20150901T123000","1",2015-09-01,"dp","lab","NYSDEC",NA,"probe/sensor","as n",17.2,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20110717T123000","1",2011-07-17,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",27,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301UWB5186_C","1301UWB5186_C_20110818T110000","1",2011-08-18,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",37,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20180909T000000","1",2018-09-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",135,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301TIV0309_DH","1301TIV0309_DH_20150924T153000","1",2015-09-24,"dp","lab","NYSDEC",NA,"probe/sensor","as n",27.4,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301COX6780_DH","1301COX6780_DH_20180618T141000","1",2018-06-18,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.005,"U","Non-detect"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20170615T090000","1",2017-06-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",38,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1702-9999","1702ALLXXX1_DH","1702ALLXXX1_DH_20180725T143718","1",2018-07-25,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",9.2,0.005,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20110701T090000","1",2011-07-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",28,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20110731T094000","1",2011-07-31,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",30,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20150621T130300","1",2015-06-21,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301UWB0420B_DH","1301UWB0420B_DH_20180718T101000","1",2018-07-18,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",8,0.005,"A","Accepted"
"ammonia","total","ug/l","0703-9999","0703GRE0112C_DH","0703GRE0112C_DH_20160726T163000","1",2016-07-26,"dp","lab","NYSDEC",NA,"unknown","as n",35.2,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20140810T091500","1",2014-08-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","0501-9999","0501UWB5107_DH","0501UWB5107_DH_20180807T085000","1",2018-08-07,"dp","lab","NYSDEC",NA,"probe/sensor","as n",6.3,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20150731T090000","1",2015-07-31,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",45,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20140823T100000","1",2014-08-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20150823T093000","1",2015-08-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0403-9999","0403AND0164_DH","0403AND0164_DH_20150729T111000","1",2015-07-29,"dp","lab","NYSDEC",NA,"probe/sensor","as n",7.6,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0101-9999","0101DEL0025_DH","0101DEL0025_DH_20160614T161757","1",2016-06-14,"dp","lab","NYSDEC",NA,"probe/sensor","as n",20.6,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20220911T093000","1",2022-09-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",31.413,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20220611T095000","1",2022-06-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.01,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20110625T174500","1",2011-06-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",20,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301UWB5186_C","1301UWB5186_C_20110831T110000","1",2011-08-31,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",38,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20120914T092000","1",2012-09-14,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",29,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20190810T111400","1",2019-08-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",19.3,0.03,"J","Estimated concentration - still suitable for most data uses"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20120722T100000","1",2012-07-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",176,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20150907T104500","1",2015-09-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20130629T083500","1",2013-06-29,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20120805T094500","1",2012-08-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",25,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0703-9999","0703UWB0122_OUT","0703UWB0122_OUT_20160728T144737","1",2016-07-28,"dp","lab","NYSDEC",NA,"probe/sensor","as n",19.4,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20160920T133000","1",2016-09-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",109,56,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20150913T101700","1",2015-09-13,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1702-9999","1702UWB0340A_DH","1702UWB0340A_DH_20180808T115744","1",2018-08-08,"dp","lab","NYSDEC",NA,"probe/sensor","as n",10.7,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701DON0565A_DH","1701DON0565A_DH_20180807T152929","1",2018-08-07,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",119,0.005,"A","Accepted"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20180529T000000","1",2018-05-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",14,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20210801T094500","1",2021-08-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20230715T091800","1",2023-07-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",39.046,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0402-9999","0402UWB5160_DH","0402UWB5160_DH_20140807T114500","1",2014-08-07,"dp","lab","NYSDEC",NA,"unknown","as n",102,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20150920T095200","1",2015-09-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20130930T080500","1",2013-09-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0202-9999","0202UWB5581_C","0202UWB5581_C_20110706T030800","1",2011-07-05,"ow","lab","NYSDEC",NA,"unknown","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20140702T093000","1",2014-07-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20170730T091500","1",2017-07-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",41,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906UWB5014_C","0906UWB5014_C_20140907T000000","1",2014-09-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",74,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0801-9999","0801UWB5614_DH","0801UWB5614_DH_20120815T135000","1",2012-08-15,"dp","lab","NYSDEC",NA,"probe/sensor","as n",14,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0402-9999","0402UWB5160_DH","0402UWB5160_DH_20200513T140000","1",2020-05-13,"ow","lab","NYSDEC",NA,"van_dorn","as n",10,0.01,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20210915T091500","1",2021-09-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20100613T093000","1",2010-06-13,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",137,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0301-9999","0301UWB0190A_DH","0301UWB0190A_DH_20200817T170000","1",2020-08-17,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",23,0.01,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20180602T000000","1",2018-06-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",10,30,"0","Data not flagged (quality control not applicable or historic data)
"
